YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70,F160,F250,F350,F500,F870,F1100
73.0,1.444011299,2968.574305,15293.29136,5.151729345,16.8,53.3,44.4,0.38,0.1852,0.0264,0.3144,10.3276,42.716,54.611,30.632,10.424,0.91,0.385
74.0,0.2628,118.51696,124.48544,1.050359712,12.6,22.7,46.6,0.45,0.8141,0.1798,0.6384,10.29,7.4,13.002,4.631,,,
75.0,1.062385939,6172.78113,276693.2458,44.82472972,25.9,200.1,57.56,1.46,5.9886,,,581.4933,620.337,360.384,140.207,44.617,6.16,4.978
78.0,0.31459144,371.1373314,353.1759073,0.951604372,12.1,23.3,42.01,1.0,0.8013,0.2139,0.362,9.1764,15.93,32.293,18.677,10.429,1.675,
80.0,0.639052914,104.0382782,1047.301823,10.06650476,18.4,84.7,43.49,0.07,0.0981,0.0297,0.0721,3.6008,8.198,7.361,2.421,,,
82.0,0.2352,60.5052,100.26576,1.657142857,13.3,30.6,42.41,0.32,0.1193,0.0227,0.0668,3.4126,5.38,9.434,3.877,1.978,,
83.0,0.4464,42.89904,272.61648,6.35483871,16.2,72.0,47.17,0.05,0.184,0.0674,0.281,5.8074,7.979,10.064,3.206,,,
84.0,0.245805369,209.8758828,1282.746702,6.111929986,17.5,58.8,44.79,0.91,0.2138,0.0237,0.3044,17.593,76.704,80.632,31.193,15.627,1.62,4.382
85.0,0.7542,1406.24361,42866.72937,30.48314607,21.9,181.7,54.04,0.66,0.6868,0.2979,4.0302,63.519,85.604,69.612,19.404,6.876,0.84,
86.0,0.45466474,344.3431286,1373.948058,3.990055106,14.4,60.2,48.81,0.44,1.0386,0.2652,1.0454,15.1524,19.756,28.859,12.537,5.679,,0.554
87.0,0.17396875,50.55365918,1938.728638,38.34991708,22.6,215.2,51.48,0.47,1.2625,0.4278,3.8981,64.636,66.945,49.635,14.022,4.902,0.62,0.459
88.0,0.163311475,205.1516549,292.6387304,1.426450742,13.9,24.4,39.8,2.16,,0.1062,0.5386,14.8088,17.433,36.827,16.79,6.447,1.62,
91.0,0.137405318,138.1163409,5183.653488,37.53106587,27.6,151.5,48.81,1.95,1.2758,0.423,6.6284,214.0387,304.83,217.594,60.574,22.428,2.38,1.146
93.0,0.139437299,120.1697757,962.0675507,8.005902858,20.0,58.9,42.85,1.62,1.0519,0.3411,1.7859,26.2472,78.075,79.624,25.952,8.058,1.8,0.951
95.0,1.082348337,1250.141212,3417.012306,2.733301065,13.9,43.9,44.67,0.28,0.1796,0.0329,0.1524,5.5018,8.743,16.049,6.809,2.579,,
96.0,0.158376328,103.9397075,3872.4644,37.25683374,22.7,210.3,56.58,1.11,6.5932,2.0602,,158.2781,130.463,81.778,29.347,9.384,3.37,3.807
97.0,0.814539632,708.1716363,26241.48555,37.05526203,24.7,175.0,55.07,0.28,,0.082,,9.6395,86.849,44.773,13.422,4.417,0.77,0.297
99.0,0.221969697,114.5266478,57.15383379,0.499043977,13.3,21.3,20.07,0.59,0.239,0.05,0.1225,6.8563,10.825,13.433,8.664,5.896,0.872,
100.0,1.045749343,1464.140539,27236.30994,18.6022511,21.3,116.9,45.88,0.36,1.7582,0.5044,2.3102,62.0914,84.086,62.169,19.941,8.346,0.77,0.402
101.0,1.097570671,2024.485008,9629.547568,4.756541801,18.0,42.6,36.47,0.45,,,,,50.84,53.995,16.058,8.709,1.28,1.494
102.0,0.2352,63.96264,548.8686,8.581081081,16.9,88.3,51.21,0.3,0.3182,0.1049,0.6329,14.5943,24.398,15.71,10.517,3.521,,
103.0,1.063492366,396.1017696,3916.771946,9.888297014,19.4,10921.3,40.46,0.09,0.1862,0.0182,0.0706,4.9376,16.53,10.932,4.664,2.171,,
104.0,0.4656,33.8724,904.39308,26.7,24.5,123.2,43.6,0.04,0.2631,0.0716,0.1818,6.3291,18.388,8.419,3.237,1.564,,
106.0,0.264034707,62.0553997,399.1687956,6.432458698,17.7,59.3,44.08,0.23,0.3012,0.0973,0.2327,7.2799,19.636,20.073,6.795,2.845,,
107.0,0.169727936,133.4648091,3167.923327,23.73601962,25.2,110.7,59.74,1.22,0.6013,0.7283,,63.1078,229.687,157.178,51.697,13.424,2.13,4.39
112.0,0.7973,424.52473,827.05336,1.948186528,14.8,27.0,34.36,0.19,0.3166,0.0529,0.1857,7.9348,29.09,48.573,15.696,9.785,1.02,0.61
113.0,0.420268028,36.89078957,176.114799,4.773950382,19.3,5269.2,24.68,0.06,0.142,0.0197,0.0756,3.7964,31.307,17.321,7.276,4.989,,
114.0,0.371451613,190.3810614,60.5871488,0.31824147,10.9,85.3,33.52,0.37,0.1295,0.0273,0.1093,3.5765,3.855,15.453,10.729,2.923,,0.212
115.0,0.226153846,128.4979412,261.645479,2.036184211,13.7,42.1,45.97,0.71,0.3034,0.0804,0.397,7.7142,13.287,22.013,9.821,4.866,1.01,0.793
117.0,0.354827586,47.32054102,299.8395065,6.336349925,15.4,80.1,47.79,0.1,0.1012,0.0093,0.0147,2.0351,10.809,16.459,5.215,2.761,,
119.0,0.212333333,78.96622222,1017.490444,12.88513514,15.7,157.2,57.11,0.5,0.8535,0.3316,2.2659,25.9645,19.01,21.254,7.175,5.027,0.69,
120.0,0.1764,36.30312,385.50456,10.61904762,19.1,83.4,55.63,0.3,0.2139,0.1824,1.3988,14.0103,22.663,21.349,7.161,2.496,,0.323
121.0,0.287241379,14.41741974,224.1837396,15.54950495,23.3,81.0,37.21,0.05,0.2742,0.0705,0.1328,4.4648,24.079,13.199,4.408,,,
122.0,0.591791045,988.595911,8418.71555,8.515830842,17.6,80.3,45.77,0.75,0.3505,0.0584,0.5759,15.6009,51.268,55.254,21.466,8.392,1.77,1.571
123.0,0.4,371.2,3059.2,8.24137931,17.1,82.9,48.61,0.58,0.4482,0.1093,0.8533,11.8988,18.676,17.355,6.417,3.767,,1.69
125.0,0.603552311,578.9533119,18863.05652,32.5813086,22.4,186.3,54.9,0.42,0.5335,0.242,2.7376,35.1133,40.312,32.344,9.002,2.951,0.42,
126.0,0.3234,75.19932,1180.71576,15.70114943,18.6,127.6,57.62,0.19,0.7438,0.3776,1.9594,,44.637,51.023,14.897,8.743,0.73,2.189
127.0,0.522450372,1071.934276,16638.05684,15.52152703,19.9,114.0,50.39,1.06,0.4626,0.1043,2.5297,25.1442,41.424,41.688,11.792,4.409,1.61,0.429
128.0,0.266704465,69.77237952,226.8698565,3.251571153,16.1,36.9,37.41,0.26,0.1875,0.0468,0.1103,3.6298,20.956,17.642,9.659,3.891,,
130.0,0.34751269,170.8592337,225.4260094,1.319366853,12.1,31.4,44.96,0.38,0.2778,0.0643,0.1638,5.4607,8.435,15.871,9.492,4.73,,
131.0,0.15877095,20.49562054,376.8509833,18.38690283,20.4,123.9,53.89,0.22,0.5906,0.3809,2.1484,13.6113,19.921,16.911,4.505,,0.15,
132.0,0.337847682,182.4008508,17593.83908,96.45700116,23.5,500.1,92.97,0.43,5.213,,,291.0277,196.462,122.358,33.1,11.973,3.29,7.209
133.0,0.743326087,204.3652694,5470.715801,26.76930291,21.8,159.5,47.32,0.1,0.2847,0.0862,0.2545,,18.886,10.037,3.071,2.124,,
134.0,0.3234,26.79516,153.85608,5.741935484,17.0,58.6,42.26,0.06,0.1638,0.0361,0.0671,4.5331,10.542,9.075,3.686,1.746,0.145,
135.0,0.245,36.94345592,549.3797052,14.87082601,19.1,115.0,46.59,0.16,0.6409,0.1751,0.5571,19.5953,25.677,20.005,6.857,2.768,0.508,
136.0,0.37963964,85.97688499,883.3092119,10.27379873,19.3,78.4,43.49,0.16,1.2882,0.2766,0.9774,37.0758,55.114,56.575,16.707,6.941,,0.356
137.0,0.277358491,20.51406194,319.6774653,15.58333333,18.7,127.2,48.46,0.07,0.3986,0.1338,0.4946,10.5631,13.386,15.452,3.731,1.374,,
138.0,0.101142857,45.60820408,1681.678204,36.87227414,26.7,154.5,45.71,1.16,1.3015,0.3835,2.8757,91.3937,99.994,87.439,24.688,5.876,1.35,1.921
139.0,0.190322581,393.6387064,11135.36266,28.28828181,25.8,131.9,45.26,2.96,8.9179,1.2557,,250.6726,618.822,458.654,140.332,49.227,10.2,11.94
141.0,0.285196375,729.3321072,1793.62321,2.459268133,14.6,37.6,55.09,2.46,1.5835,0.2855,4.1558,41.0281,81.897,134.565,55.54,33.636,5.327,10.409
143.0,0.473,62.64412,935.18722,14.92857143,19.7,109.0,46.64,0.07,0.2398,0.0874,0.4508,13.5273,19.882,14.087,5.014,2.258,,
144.0,0.2655,62.658,267.16675,4.263888889,15.6,52.6,52.04,0.26,0.3052,0.098,0.1915,5.0632,15.574,26.108,8.043,2.776,,1.071
145.0,0.13,850.9,61340.6,72.08908215,11.0,3064.4,59.29,13.65,,,,2991.5947,2.591,487.225,732.279,361.15,39.28,34.705
147.0,0.29037037,445.5811004,1521.475019,3.414586071,15.6,43.0,42.21,1.46,0.913,0.1859,1.1367,40.0036,86.693,114.695,59.326,23.154,3.18,2.318
149.0,0.397559367,124.5961392,2059.102671,16.5262157,20.0,115.9,47.86,0.21,2.1702,0.7254,3.8396,43.5081,109.847,73.562,30.331,,0.906,
150.0,0.281658291,16.70134593,156.4652408,9.368421053,20.1,65.6,38.46,0.06,0.2902,0.0951,0.1138,7.3701,14.579,9.411,3.547,1.665,,
151.0,0.853741081,2026.864872,3843.24471,1.896152409,13.9,31.7,48.64,0.73,0.2956,0.0358,0.2567,10.0784,15.058,26.558,13.651,4.427,,1.173
152.0,0.353912072,175.8510331,849.1896257,4.829028358,13.6,84.8,50.13,0.37,2.1434,0.4163,0.7968,33.8106,11.292,17.665,27.375,6.39,0.66,0.426
153.0,0.163065327,59.83476932,1132.18424,18.92184516,20.7,126.5,55.08,0.59,1.5237,0.5761,3.0418,49.3617,49.557,49.378,14.208,5.11,0.87,0.471
154.0,0.198404908,238.7896571,3464.157992,14.50715259,20.0,443.3,51.71,1.62,0.7247,0.4109,4.4425,77.0167,158.104,149.623,48.059,17.472,4.744,
155.0,0.8888,65.2864,1847.60512,28.3,24.4,134.9,45.0,0.02,0.3519,0.0591,0.138,7.4248,17.126,9.284,2.988,,,
156.0,0.1419,713.69551,33572.77374,47.04075235,36.3,139.7,45.11,7.68,2.0689,0.4863,3.4217,27.3116,701.102,494.076,106.055,38.381,9.64,11.949
157.0,0.1068,40.55552,1070.9192,26.40625,22.9,143.3,60.27,0.85,1.3006,0.4988,2.8446,20.0749,38.935,21.002,8.036,,,
158.0,0.965411222,5945.068497,11899.64359,2.001599072,14.4,31.1,41.76,1.71,0.3659,0.0868,0.4281,16.6459,38.537,56.914,33.644,12.564,2.32,2.601
159.0,0.281029412,42.87685446,372.6898248,8.692098093,16.6,91.7,52.37,0.14,0.9443,0.2969,0.9652,12.342,15.395,15.848,5.624,,0.58,1.733
161.0,0.341,10.571,171.058,16.18181818,22.8,92.2,39.98,0.02,0.1209,0.0804,0.1782,2.9548,13.865,10.285,2.422,1.233,,
162.0,0.492857143,1701.27551,21011.32653,12.35033738,19.8,93.2,50.0,1.88,3.6267,1.6212,12.5932,123.3921,128.867,144.896,48.282,17.724,2.76,1.844
163.0,0.321818182,719.4450248,5614.24886,7.803582853,18.7,66.0,43.72,1.84,5.9667,,,433.2568,353.653,314.457,129.032,50.055,9.43,13.021
164.0,0.2184,25.17424,67.57296,2.684210526,15.2,34.9,37.97,0.12,0.0949,0.0305,0.0377,1.3735,3.577,3.463,1.728,,,
165.0,0.299609375,65.46527863,591.8432999,9.040567951,17.8,82.0,44.52,0.2,0.5489,0.1906,0.4678,19.852,30.664,28.932,9.973,4.25,,
166.0,0.376,53.72288,737.98272,13.73684211,19.7,99.5,44.01,0.09,0.2501,0.1493,0.4833,17.4669,26.385,21.432,6.737,2.71,,
167.0,1.054612352,3222.84849,3085.926984,0.957515376,13.3,18.0,34.63,0.78,0.0889,0.0385,0.1549,5.573,13.453,30.662,12.971,5.884,1.33,0.811
168.0,0.9401,649.31364,12751.79843,19.63888889,20.4,133.6,47.4,0.2,0.5143,0.1781,0.8686,18.9991,29.467,23.905,7.338,2.661,0.339,
169.0,0.2888,211.12002,625.5408,2.962962963,14.5,44.0,45.53,0.67,0.4018,0.097,0.7227,14.7402,20.762,27.828,12.5,8.234,0.681,0.333
170.0,0.8058,793.60556,5465.05647,6.886363636,17.7,64.2,46.47,0.36,0.198,0.056,0.5327,,17.374,17.381,5.927,2.124,,0.588
171.0,0.244508086,32.36384644,1117.698675,34.53540904,22.6,190.7,48.46,0.14,1.1134,0.3902,1.3745,40.705,46.163,31.59,9.446,3.326,0.633,
173.0,0.2904,46.11915,189.74736,4.114285714,15.1,53.7,46.51,0.13,0.2244,0.05,0.2316,4.9172,6.36,7.395,2.649,,,
174.0,0.6017,406.92424,1337.46423,3.286764706,15.4,41.7,41.18,0.28,0.2491,0.0897,0.4122,10.196,25.414,36.902,14.78,8.503,0.68,
175.0,0.148630137,79.79780447,421.530775,5.282485876,16.3,59.4,45.03,1.01,2.5695,0.7207,2.5723,103.919,68.224,114.752,41.77,16.344,1.71,1.866
177.0,0.547,290.23273,1508.01336,5.195876289,15.7,63.0,53.12,0.27,0.6697,0.1939,2.1075,16.385,21.394,32.902,10.007,3.811,,
179.0,0.534,601.67916,473.35896,0.786729858,13.0,15.4,29.18,0.53,0.0744,0.0254,0.0447,1.9076,14.304,17.993,11.966,6.786,,
180.0,0.075609756,26.51976337,673.3161478,25.38922156,22.1,150.9,67.22,1.18,0.5316,0.1821,5.1648,70.9744,102.01,98.814,26.473,8.477,1.82,2.089
181.0,0.084931507,8.67857478,319.3039266,36.79220779,25.6,162.9,51.0,0.31,0.6677,0.3708,2.3093,45.3982,70.684,43.339,11.659,4.167,0.718,0.779
182.0,0.1395,6.48675,38.19975,5.888888889,16.8,58.7,44.62,0.09,0.1776,0.073,0.1265,4.1068,9.108,8.552,2.874,2.236,,
185.0,0.161844262,48.74424957,3160.045288,64.82908889,26.9,264.3,51.66,0.49,0.63,0.3411,4.8719,87.2855,84.216,52.428,14.673,4.002,0.84,0.341
186.0,1.233484022,361.8744756,69555.32177,192.2084216,25.2,866.5,53.46,0.06,3.2582,0.8526,1.9952,35.6794,38.815,29.172,5.342,3.855,,
187.0,0.514491018,177.8459895,359.3683818,2.020671835,14.3,30.2,39.12,0.18,0.1502,0.0919,0.479,5.7825,18.869,18.322,10.253,8.46,,
188.0,0.6897,517.85217,1026.48051,1.982188295,11.8,51.4,48.61,0.29,0.5868,0.1866,0.6075,,16.094,10.201,18.606,8.444,0.581,
189.0,0.27172144,285.7960431,435.3444077,1.523269542,13.7,26.5,41.5,1.03,0.4396,0.0787,0.2232,4.2501,17.817,29.432,15.011,7.218,1.851,0.726
190.0,0.3024,50.0094,1574.58168,31.48571429,23.0,170.4,50.5,0.13,0.4274,0.2434,1.8573,43.3193,43.021,29.315,9.158,3.249,0.7,0.275
191.0,0.146226415,5.263721611,34.95438428,6.640621762,17.4,63.8,43.16,0.07,0.2069,0.0709,0.0957,4.3517,8.151,7.059,4.164,0.56,,
192.0,1.54082397,679.426465,17734.8627,26.10269633,21.1,165.2,58.11,0.08,0.3279,0.1536,1.9841,18.6679,16.873,15.78,4.328,1.355,,
195.0,0.347060907,483.7878283,10107.64295,20.89271858,20.8,139.8,56.72,1.07,1.4382,0.4873,,,255.803,245.469,67.405,27.347,7.54,5.265
196.0,0.385561224,550.294242,4254.280438,7.730919412,17.3,76.2,57.55,0.99,0.5018,0.1112,1.9203,63.1197,113.417,173.521,56.635,,1.588,
197.0,0.1815,21.08304,637.76196,30.25,21.2,187.8,50.16,0.15,0.2843,0.0876,0.6396,12.6975,15.247,12.072,3.347,1.194,,
198.0,0.043986486,9.283582907,584.5498356,62.96597353,30.1,216.2,55.45,1.28,0.7569,0.2859,3.0402,78.1823,111.332,93.948,17.309,4.711,1.27,1.023
199.0,0.652424581,259.1389128,2168.851471,8.369455006,17.1,82.6,46.66,0.16,0.2237,0.0594,0.1624,8.5183,13.655,12.414,5.259,2.029,,
200.0,0.182797271,11.98880995,30.59394581,2.551875119,13.7,43.5,45.65,0.1,0.0945,0.0524,0.0879,3.1658,4.81,8.185,3.517,1.53,,
201.0,0.182541322,7.114157873,376.7814355,52.96219766,23.8,265.3,52.24,0.06,1.5489,0.6062,2.6661,41.1043,42.369,29.659,8.257,2.119,,
202.0,0.607586981,387.8297407,4822.953945,12.43575064,17.7,113.6,49.1,0.28,0.5719,0.1138,0.5526,21.022,25.643,23.677,7.147,1.099,,
203.0,0.75352809,1842.954051,6532.019299,3.544320215,15.0,48.8,50.2,0.87,0.6368,0.1287,1.7819,30.9227,41.812,67.133,26.245,10.564,1.28,0.863
204.0,0.94312009,2431.748396,454.1950081,0.186777139,11.3,5.5,17.08,0.72,0.1997,0.0523,0.0948,4.4552,7.976,22.073,9.665,7.556,0.787,0.777
205.0,0.616907216,385.4671154,9103.733777,23.61740707,20.8,153.8,49.56,0.27,0.5671,0.1378,0.7377,21.7991,29.544,19.852,6.086,2.633,,
206.0,0.473,82.77973,1510.17075,18.24324324,19.7,132.1,49.49,0.11,0.2787,0.166,0.6056,23.1493,26.962,15.922,7.437,2.714,,
207.0,0.840715706,34.20508816,1057.673477,30.92152466,31.3,100.2,31.63,0.01,0.1516,0.112,0.4719,,17.896,7.375,1.974,,,
208.0,0.506981542,408.7412878,3647.835276,8.924557869,17.5,84.2,48.76,0.42,0.3326,0.0768,0.2774,9.9827,20.048,16.588,6.261,,,
209.0,0.900152174,2173.690967,9845.80036,4.529530881,16.4,50.4,46.06,0.71,0.9019,0.2547,1.8687,39.4501,65.144,73.56,33.893,13.122,1.7,2.21
210.0,0.273446809,444.7372843,657.848544,1.479184604,14.0,24.4,40.84,1.57,0.3477,0.0574,0.3899,5.7485,27.276,52.988,24.467,9.357,1.53,1.114
211.0,0.39027027,62.62000205,1652.662335,26.39192399,20.2,559.5,65.1,0.11,3.4504,1.2984,4.8218,45.0682,39.139,17.13,14.771,2.118,,
212.0,0.244772727,54.6151986,3483.824721,63.78855721,24.0,1037.5,54.27,0.25,2.4078,0.9708,6.8496,87.0639,69.283,43.899,12.522,4.076,0.55,0.279
213.0,0.428535826,1495.723531,52842.87842,35.32930873,25.9,160.2,53.6,2.12,,,,,1046.681,979.641,458.608,144.437,18.28,27.729
214.0,1.060211538,141.7485237,3940.436094,27.79878049,24.2,137.1,42.63,0.03,,0.0784,0.1786,8.5699,20.683,9.782,3.562,,,
215.0,0.256818182,55.76446281,293.4555785,5.262412004,15.8,61.8,46.04,0.23,0.1388,0.0444,0.1635,5.4819,9.588,12.373,4.404,1.471,,
217.0,0.0871875,28.22468262,210.3360596,7.452202826,18.3,64.9,42.77,0.99,0.0976,0.0058,0.1096,1.1063,50.476,56.103,18.235,7.226,1.01,0.334
220.0,0.252997481,171.3293207,7386.746143,43.11431408,26.1,186.7,50.06,0.71,10.1389,,,266.1639,407.412,253.762,78.104,27.437,3.37,4.362
223.0,0.1848,3.5574,73.75676,20.73333333,23.4,107.4,41.26,0.03,0.1156,0.0685,0.1022,5.0467,21.026,13.405,4.409,1.356,,
224.0,0.454320988,258.5415226,6352.683445,24.57123088,19.9,176.6,50.28,0.34,4.3626,1.0576,6.1998,124.7207,122.473,105.368,44.529,20.075,1.32,3.567
225.0,0.3421,152.81918,2330.00889,15.24683544,19.4,115.1,50.19,0.34,2.8658,0.6072,2.6581,66.5704,98.272,76.196,28.655,11.717,1.6,
226.0,0.240237705,126.7658444,128.2084671,1.011380216,12.7,21.1,41.39,0.59,0.1057,0.0308,0.0981,2.1368,5.204,9.132,3.732,,,
227.0,0.4275,22.5625,379.05,16.8,22.2,93.8,42.24,0.03,0.1269,0.0192,0.161,3.9935,12.028,7.503,2.489,1.064,,
230.0,0.213125,2379.776953,2747.787109,1.154640609,20.0,11.1,22.3,13.6,0.9666,0.1865,5.8536,910.176,1991.733,678.917,646.858,349.084,38.778,28.599
232.0,0.367456067,915.7103667,276.8080608,0.302287788,10.5,11.5,37.78,1.79,0.5154,0.1571,0.2813,7.2528,13.348,27.711,34.673,,,
235.0,0.299375,1299.568164,12256.27217,9.431034483,21.6,63.7,42.6,4.19,0.3915,0.0731,0.7677,38.782,267.96,346.514,110.218,37.966,5.88,6.081
236.0,0.331888519,117.2363944,685.9275448,5.850807236,16.7,61.4,56.91,0.28,,0.4747,4.3975,,44.561,55.982,16.61,,,1.619
237.0,1.214431239,19285.37355,29707.85929,1.540434735,14.1,26.1,41.34,3.5,1.0844,0.1973,0.9932,31.7974,84.816,168.989,81.038,44.081,8.47,7.769
241.0,0.298294574,62.30879154,514.3148969,8.254290996,15.8,98.0,50.3,0.19,0.1725,0.0417,0.3217,6.5465,6.163,6.937,2.363,0.848,,
242.0,0.636947095,666.3280977,2695.814358,4.045776199,17.1,40.3,37.24,0.44,1.4041,0.6342,4.8079,,67.278,90.767,34.024,12.804,1.111,0.935
244.0,0.446525597,97.95698992,542.66038,5.539782106,15.8,64.6,47.46,0.13,0.2429,0.0601,0.1442,5.3708,9.842,9.994,3.514,,,
247.0,0.41,2464.6,87757.0,35.60699505,34.4,105.2,37.98,3.93,11.967,,,2538.2356,2710.462,740.685,673.442,205.916,21.36,15.559
248.0,0.248526912,227.202381,1197.006264,5.268458274,17.2,52.8,50.65,1.0,0.9222,0.1155,0.9476,33.6928,69.005,93.389,36.786,14.376,2.14,
249.0,0.4794,58.84776,360.24372,6.121621622,12.0,147.5,67.39,0.07,0.2428,0.1316,2.6076,8.6778,1.582,9.796,3.598,1.382,,
250.0,0.7553,873.18075,2619.54225,3.0,16.2,33.7,44.16,0.38,,0.0187,0.0566,1.9717,17.949,19.814,8.824,3.203,0.56,0.619
252.0,0.347821229,609.0223417,6141.589758,10.08434229,17.2,101.0,69.72,1.31,15.9948,2.5819,,513.9896,198.123,281.807,147.269,21.892,10.487,
253.0,0.257272727,130.7982363,2365.126287,18.08224907,23.1,97.1,41.89,0.52,3.4014,0.8127,,132.6295,206.889,132.467,44.146,16.146,2.14,
254.0,2.099447699,1366.139032,9905.831235,7.250968609,15.3,92.8,48.28,0.08,0.3463,0.2721,1.7816,11.5457,17.905,16.288,7.956,4.531,,
255.0,0.6695,161.36289,7422.69294,46.0,26.2,193.2,47.31,0.11,0.3762,0.1236,0.3507,10.7409,20.087,11.2,3.015,0.831,,
257.0,0.48875,818.23125,35466.05742,43.34478477,26.6,181.9,54.1,0.9,2.016,0.6431,5.0687,64.1725,106.839,77.196,19.365,3.641,0.94,
258.0,0.2272,159.69888,831.56336,5.207070707,15.7,64.1,55.56,0.83,1.4413,0.3278,2.8104,23.9871,37.548,58.487,21.236,7.167,1.883,
259.0,0.3396,16.81869,319.55511,19.0,18.5,162.4,52.84,0.04,0.6403,0.2238,1.3153,13.1551,11.065,8.036,3.286,,,
260.0,0.394759825,195.8411682,857.605593,4.379087405,15.9,51.7,42.36,0.33,0.1692,0.0415,0.1162,6.4279,13.499,16.013,6.341,2.599,,
262.0,0.221467818,50.60435864,429.161193,8.480715981,18.7,68.9,45.17,0.28,0.1226,0.0328,0.3954,8.936,32.953,29.782,9.899,5.764,,
263.0,0.9408,848.97792,2619.1872,3.085106383,15.0,41.4,40.8,0.24,0.1373,0.0264,0.0804,3.7849,7.935,10.436,4.082,1.739,,
264.0,0.349048796,237.2975684,4471.940408,18.84528542,27.2,75.6,35.17,0.52,,,,,162.039,148.552,39.166,11.056,0.434,
268.0,0.286098388,147.5531901,2327.845587,15.77631487,21.6,96.8,47.64,0.48,1.0068,0.1678,1.5858,39.2534,95.169,74.519,23.273,8.497,1.3,0.697
270.0,0.443766892,255.1791214,1113.794283,4.364754753,17.2,43.0,37.18,0.34,0.3602,0.0777,0.1203,10.6773,63.726,46.79,25.571,9.706,1.231,1.506
271.0,2.406884562,42472.09002,10229.36264,0.240849053,12.1,6.0,17.48,1.95,0.3821,0.0575,0.937,18.8883,54.146,367.638,264.467,147.469,8.77,21.635
272.0,0.481830986,2795.603369,67697.86948,24.21583484,25.0,120.6,49.49,3.21,5.7966,,14.003,216.647,217.308,116.655,40.024,,3.559,
275.0,0.250442478,36.16064938,195.6908763,5.411708022,16.9,55.5,42.88,0.15,0.1316,0.043,0.2614,4.7919,15.042,14.286,5.757,2.35,,
276.0,0.809135899,11229.98795,78646.21929,7.00323274,17.7,71.8,48.87,4.53,1.0467,0.2315,2.2748,130.6779,225.36,280.26,91.734,34.031,4.19,4.562
277.0,0.253367188,223.7547048,1795.562756,8.024692745,17.5,77.3,51.5,0.93,2.645,0.864,7.5132,116.6556,89.659,104.002,36.442,14.049,1.99,2.016
278.0,0.105820106,106.6424512,1295.85013,12.15135357,23.4,67.1,37.57,2.61,,,,,634.517,557.418,213.994,70.979,9.37,14.761
280.0,1.189855072,692.7798459,24159.69476,34.87355313,18.7,280.1,56.65,0.13,0.9728,1.0735,10.9417,82.3486,55.694,126.887,83.912,26.011,0.56,3.883
281.0,0.91,2317.6,58848.1,25.39182775,24.7,121.1,46.27,0.75,,0.5884,8.1271,157.2055,451.218,619.665,180.594,,4.95,
284.0,1.092155963,730.319821,802.7674564,1.099199876,15.0,14.8,23.24,0.16,0.1469,0.0316,0.0739,3.651,17.308,21.578,11.127,4.153,,
286.0,0.49389313,231.1240764,1583.108449,6.849604222,17.4,65.9,48.31,0.26,0.1326,0.0314,0.3217,9.073,21.321,26.69,6.608,,1.012,
291.0,0.703615786,2993.420601,20748.60915,6.93140454,17.2,70.4,58.79,1.61,4.77,1.2208,,242.9909,332.982,587.488,224.173,124.898,9.9,11.984
296.0,0.615127768,3970.567066,45865.76719,11.55143999,20.9,80.0,42.95,2.76,0.0944,0.0057,0.1826,29.3445,157.327,162.606,52.758,17.698,3.91,3.816
298.0,0.523720365,201.7387801,259.8867112,1.28823378,15.4,16.3,23.86,0.2,0.1294,0.0264,0.1129,1.9148,16.639,19.228,8.504,3.947,,
299.0,0.996717674,477.0315207,6591.967448,13.8187251,19.9,98.5,47.6,0.13,0.8907,0.1949,0.3651,14.808,18.367,14.779,4.126,,,
300.0,0.079373368,10.33000089,76.67826149,7.422870756,18.7,61.3,41.33,0.44,0.0936,0.0232,0.0557,2.8318,6.472,5.205,1.091,,,
301.0,0.499454545,914.4084298,5143.97114,5.625463385,18.0,51.1,41.96,0.99,0.2551,0.0536,0.4664,13.0325,48.048,56.55,20.454,8.235,0.91,0.244
302.0,0.637187789,829.3363547,12195.49668,14.70512732,17.9,132.9,49.83,0.54,1.2065,0.3878,2.0342,61.9238,50.747,58.393,18.009,9.937,0.86,
303.0,0.254146538,37.75346112,570.205891,15.10340705,20.1,106.0,44.91,0.16,0.9659,0.2845,0.6594,26.8965,31.386,23.195,8.21,3.634,,0.345
304.0,0.63300286,863.5113603,4981.243044,5.768590053,16.4,63.6,43.78,0.57,0.2572,0.0847,0.1445,8.9861,18.877,19.273,7.556,3.147,0.542,0.533
305.0,0.337910448,204.058351,2651.978012,12.99617486,19.4,99.1,56.98,0.48,0.9886,1.4411,,76.9257,122.787,143.494,51.357,29.3,2.35,
306.0,0.18707483,38.61238373,278.0959323,7.202247191,16.5,77.4,45.31,0.29,0.3744,0.0769,0.2094,27.1219,72.634,70.9,20.919,17.153,,1.479
307.0,0.806666667,813.3888889,5368.366667,6.6,15.5,90.1,48.79,0.32,2.0291,0.536,1.4465,53.7412,61.804,71.115,21.954,15.631,,1.246
308.0,0.157808219,146.0386564,13804.8036,94.52842105,31.8,298.6,53.71,1.52,1.8081,1.1086,,317.1499,322.636,241.542,50.674,13.147,3.26,2.984
310.0,0.417111507,1180.595158,27489.5215,23.28446064,22.1,141.3,64.47,1.8,4.7035,1.4056,,406.6396,435.069,482.827,138.268,41.564,7.1,14.902
